year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,19436,007 북경특급 2,코미디, 액션,주성치, 곡덕소,주성치,옛날 중국에선 황제의 보위를 위해 비밀 훈련을 받은 네 인물을 뽑아 보룡일족이라고 불렀다. 보룡일족 네 사람인 공, 희, 발, 제 네사람 중 공, 희, 제는 무술에 관한한 나라안의 최고 귀재였지만 발만은 무술에는 문외한이다. 원래 지방의 의사였던 발은 머리를 짜내 황제에게 바칠 발명품들을 만들어냈다. 암행어사 마패모양의 자석 방어기구와 황제를 위한 초대형 선풍기가 그것. 그러나 황상은 그를 중히 여기지 않고, 다만 발에게 신분을 숨기고 민심을 살피는 임무를 주는데……,,,,,,,,,,,,,,,,,,,,,,,,
2014,94829,툼스톤,액션, 범죄, 드라마, 미스터리, 스릴러,스콧 프랭크,리암 니슨, 댄 스티븐스, 보이드 홀브룩,과거의 실수로 인해 가족도 없이 혼자 지내는 전직 형사 맷(리암 니슨)에게 어느 날, 한 남자가 찾아왔다.  살해당한 아내의 복수해달라는 의뢰를 거절하려던 맷은 납치범이 제시한 금액의 40%를 보내자 아내의 신체 중 40%만 돌려보냈다는 잔혹한 범행 행각을 전해 듣고 의뢰를 수락하고 만다.    사건을 조사하던 맷은 3개월 전 발생한 유사 범죄를 알게 되고 살해된 시신이 버려졌던 무덤 근처에서 수상한 남자 루건과 마주친다. 루건에게 의도적으로 접근한 맷은 연쇄납치살인사건의 희생자들의 긴밀한 공통점을 발견하고 사건을 둘러싼 충격적인 음모와 진실에 점차 가까워 지는데…    빈틈없는 연쇄살인마를 잡기 위한 치밀한 추격이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,
2014,127610,트래블 버킷리스트 in 브라질,,,황인영, 정가은,2014 브라질 월드컵을 맞아 대표팀의 선전을 기원하는 응원은 물론   브라질에서만 즐길 수 있는 다이나믹한 탐험들까지 생생하게 담아낸 여행버라이어티!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,104816,트랜센던스,액션, 드라마, SF, 스릴러,월리 피스터,조니 뎁, 레베카 홀, 모건 프리먼,인류가 수억 년에 걸쳐 이룬 지적능력을 초월하고 자각능력까지 가진 슈퍼컴 ‘트랜센던스’의 완성을 목전에 둔 천재 과학자 ‘윌’(조니 뎁)은 기술의 발전은 인류의 멸망이라 주장하는 반(反) 과학단체 ‘RIFT’의 공격을 당해 목숨을 잃는다. 연인 ‘에블린’(레베카 홀)은 윌의 뇌를 컴퓨터에 업로드 시켜 그를 살리는데 성공하지만, 또 다른 힘을 얻은 그는 온라인에 접속해 자신의 영역을 전 세계로 넓혀가기 시작하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,126336,트랜스머신: 만테라,SF, 액션,알리야르 알리 커티, 미자 모하메드,토목 샤 인드라완, 카말리야, 미카일,인류의 시작과 함께 시작된 빛과 어둠의 전쟁. 그 전쟁을 종식할 수 있는 열쇠라고 전해지는 만테라가 악의 세력에 의해 완성되지만, 빛의 연합군의 조언으로 한 기를 제외한 모든 프로토 타입이 제거되고, 살아남은 한 기는 천재 컴퓨터 프로그래머이자 게이머인 아즈만에게 배달된다. 평범한 대학생으로 살아가던 아즈만의 인생은 택배로 온 상자를 연 후 완전히 달라지게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,100691,트랜스포머: 사라진 시대,SF, 액션, 모험,마이클 베이,마크 월버그, 니콜라 펠츠, 잭 레이너,시카고에서 벌어진 오토봇과 디셉티콘의 전투로 인해  수많은 사상자가 발생하고 도시가 처참하게 파괴되자  정부는 일부 오토봇을 제외한 트랜스포머에 대해 체포령을 내린다.     시카고 사태, 5년 후  대부분의 디셉티콘이 처벌되고 오토봇 역시 모습을 감춘 상황,   엔지니어 ‘케이드 예거’(마크 월버그)는 우연히 폐기 직전 고물차로 변해있던 ‘옵티머스 프라임’을 깨우게 된다.   그리고 그의 생존이 알려지자  ‘옵티머스 프라임’을 노리고 있던 어둠의 세력 역시 모습을 드러내기 시작한다.     전세계를 새로운 위협에 몰아넣을 거대한 음모,   사상 최대 가장 강력한 적에 맞서 ‘옵티머스 프라임’과 오토봇 군단은 목숨을 건 대결에 나서는데...!     인류의 미래가 걸린 위기,   전 세계를 파괴로 뒤덮을 거대한 전투가 펼쳐진다!,,,,,,,,,,,,,,,,,,,,,,,,
2014,97625,트러블 메이커,스릴러, 드라마,폴 슈레이더,린제이 로한, 제임스 딘, 놀런 제라드 펑크,모든 남자들이 원하는 매혹적인 연인 타라와 동거 중인 크리스찬은 물려받은 신탁자금으로 할리우드에서 영화 제작과 투자 일을 시작한다. 한 때는 스타를 꿈꾸며 할리우드로 날아온 타라는 현실의 벽에 부딪혀 지금은 그저 크리스찬과 하루하루 쾌락을 탐닉하며 살아가고 있다.   한편, 크리스찬이 제작하는 영화의 오디션 장에서 3년 전 헤어진 남자 친구 라이언과 재회한 타라는 둘만의 은밀한 만남을 이어가지만, 둘의 관계를 눈치챈 크리스찬의 덫에 걸려들면서 죽음보다 독한 잔인한 피의 복수가 시작되는데....,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123657,트로트의 연인,드라마,이재상, 이은진,지현우, 정은지, 신성록,트로트에 재능이 있는 20대 여자가 천재 작곡가를 만나 트로트 가수로 성장하는 이야기를 그린 코믹 멜로드라마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,87679,트리쉬나,멜로/로맨스,마이클 윈터바텀,프리다 핀토, 리즈 아메드,가난한 농가에서 태어났지만 총명하고 아름다운 트리쉬나(프리다 핀토)  호텔 사업계를 주름잡는 부유한 집안의 제이(리즈 아메드)  영국 유학 중 인도로 여행 온 제이는 춤을 추는 트리쉬나의 아름다움에 매혹된다. 제이는 트리쉬나의 관심을 끌기 위해 자신의 호텔에서 일할 것을 제안하고 트리쉬나는 운명처럼 제이를 따라 라자스탄에 가게 된다. 처음 보는 낯선 환경에서 차차 적응을 해나가는 듯 하던 트리쉬나는 어느 날 제이에게 숨겨왔던 비밀을 고백하게 되고 이로 인해 둘 사이의 거리는 걷잡을 수 없이 멀어져만 간다. 결국 트리쉬나는 돌아올 수 없는 강을 건너고 뜨거웠던 그들의 사랑은 점점 파국으로 치닫게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,117094,특수경찰 : 스페셜 ID,액션, 범죄, 스릴러,곽요량,견자단, 경첨, 안지걸,8년 동안 조직에 잠입하여 비밀리에 임무를 수행해온 진자룡(견자단).   어느 날, 조직 내에서 살인사건이 발생하고 조직은 위기에 처한다. 그러던 중 진자룡은 보스인 장모웅(예성)으로부터 정체를 의심받기 시작하고, 이에 위기를 느낀 그는 비밀경찰로서의 임무수행을 중단하려 한다. 하지만 반장은 마지막 임무로 살인사건의 배후에 있는 서니(안지걸)에 대해 조사할 것을 명령하고, 이를 수행하면 경찰로 복직 시켜주겠다고 제안한다. 결국 이를 받아드린 진자룡은 본토로 건너가 목숨을 건 마지막 임무를 수행하게 되는데…  과연 그는 위험천만한 마지막 임무를 무사히 마치고 다시 경찰로 복직할 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123904,틴탑의 네버스탑 인 괌,,,,귀요미 악동 틴탑! 그들에게 3박 4일간의 깜짝 휴가가 주어진다면?! 럭비공처럼 어디로 튈지 모르는 여섯 남자들의 익사이팅한 3박 4일 괌 여행기!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,114987,틴토 브라스의 모든 것,다큐멘터리,마시밀라노 자닌,틴토 브라스,8-90년대 남성 관객들에게 핑크빛 판타지를 선사했던 에로티시즘의 거장 틴토 브라스 감독. 영화 역사상 가장 음탕한 감독으로 꼽히는 그의 삶과 사랑했던 여자들, 영화에 대해 틴토 브라스 본인과 주변 인물들이 거침없는 이야기가 시작된다. 과격하고 정치적이었던 초기 작품부터 영화 역사상 가장 많은 제작비가 들어간 <칼리귤라>를 비롯해, <카프리의 깊은 밤>, <올 레이디 두 잇>, <모넬라>와 같은 그의 주옥 같은 섹스 영화들을 살펴보며 그의 자유 분방한 섹스 철학을 살펴본다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,68054,틴토 브라스의 아모르,멜로/로맨스,틴토 브라스,안나 짐스카야, 리카르도 마리노, 맥스 패로디,마르타와 레온은 축제 기간 5일 동안, 짧은 만남을 통해 로맨틱하면서도 격정적인 관계에 빠지게 된다. 한편 일로 정신 없이 바쁜 마르타의 밀라노인 남편, 다리오는 아내의 애정 행각을 전혀 눈치 채지 못하고, 마르타의 반복적이고 지속적인 불륜은 더욱 가속도를 높여가게 된다.    결국, 배신 당한 것을 눈치 챈 남편은 병적으로 질투심을 표출하게 되며, 거짓을 일삼는 아내의 행동을 관찰하며 자신도 모를 욕정을 느끼게 된다. 그러던 중 다리오는 마르타의 일기장에서 독약에 대한 내용을 읽게 되고, 혼란과 의구심이 증폭되는 가운데 그는 아내에 대한 색다른 욕정을 느끼게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,
2014,53129,팀퍼틸 아이들,모험, 가족, 판타지,니콜라스 베리,라파엘 카츠, 아델 에그자르코풀로스, 레오 르그랑,말썽쟁이 아이들의 지나친 장난에 하루도 조용할 날이 없는 마을 팀퍼틸.  화가 머리 끝까지 난 부모들은 아이들의 버릇을 고쳐주기 위해 하루 동안 아이들만 남겨두고 마을을 비우기로 한다.    어른이 없는 마을, 자유를 만끽하는 것도 잠시.. 평소 약한 아이들을 괴롭히던 ‘오스카’ 일당이 어른들의 흉내를 내며 아이들 위에 군림하려 하고, 설상가상으로 전기와 수도마저 끊어지자 마을은 아수라장이 된다.   오스카 일당에게 당하는 것이 싫었던 ‘마리안’을 중심으로 한 아이들은 마을의 평화를 위해 오스카 일당과 맞서기로 결정하는데…   어른이 없는 세상, 모든 것은 아이들이 결정한다!,,,,,,,,,,,,,,,,,,,,,,,,,
2014,118652,파가니니: 악마의 바이올리니스트,드라마, 뮤지컬,버나드 로즈,데이비드 가렛, 자레드 해리스, 조엘리 리차드슨,"전 유럽 여성들의 마음을 거머쥔 바이올리니스트 파가니니.   묘한 외모와 화려한 연주 기교로 보는 이로 하여금 숨을 멎게 만드는 그는 명성과 권력 보다 방탕한 생활만을 누리며 살아간다. 이런 그에게 어느 날 우르바니라는 인물이 나타나 달콤한 제안을 한다.     ""당신은 좋아하는 연주를 미친 듯하면 되오.   난 이 순간부터 당신을 주인으로 모시고 수족이 되어 몸 바쳐 일하겠습니다""    우르바니의 도움으로 파가니니는 곧 전 유럽의 가장 유명한 바이올리니스트가 되고", 지휘자 왓슨에 의해 런던에서의 단독 콘서트에 초청받게 된다. 런던에 도착한 파가니니는 왓슨의 딸 샬롯을 보는 순간 마음을 빼앗기게 된다. 하지만, 이 둘의 관계를 이용해 스캔들을 만들어 명성을 얻고자 한 우르바니. 다시는 돌이킬 수 없는 거대한 함정을 만들어 내기 시작하는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,132309,파라노말 이니테이션,공포,다린 스콧,알레산드라 토레사니, 재키 터틀, 데이브 랜돌프-메이헴 데이비스,미국 동부해안 지역에서 가장 전통 있는 대학인 르루 예술대학의 여학생클럽인 ‘카파’에 가입하기 위해서는 클럽회장이 할로윈데이에 주는 특별한 미션을 성공해야 한다. 클럽회장 콜린은 여학생클럽 전통에 따라, 다리아, 사라, 에바 등의 클럽 신입생들에게 남학생클럽의 상징인 마스코트를 훔쳐오라는 첫 미션을 준다. 첫 번째 미션을 무사히 마친 신입생들은 무사히 파티에 참여하는데, 미션을 수행하면 할수록 이상한 일들이 벌어지기 시작한다. 한 명씩 사라지기 시작하고 유령들이 나타나 학생들을 공격하기 시작한 것이다. 이 모든 일의 배후에 집주인인 마고 선생님이 있다는 사실을 깨닫고 참사를 막아보려 하지만 이 집은 이미 유령에게 점령당해 어떤 방법도 통하지 않는데...,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,96931,파라노이아,드라마, 스릴러,로버트 루케틱,리암 헴스워스, 게리 올드만, 엠버 허드,유명 첨단 기술회사인 와이어트사 말단직원, 아담 캐시디(리암 헴스워스)는 밑바닥에서 벗어나 성공적인 출세를 꿈꾼다. 그러나 공들여 준비한 프로젝트가 실패하자 홧김에 고급클럽에서 법인카드를 흥청망청 쓰게 되고, 이 일로 회장 와이어트(게리 올드만)에게 불려가 경쟁사인 아이콘사에 들어가 새로운 스마트폰에 대한 개발정보를 빼오라는 지시를 받는다. 입사 후, 아담은 아이콘사의 회장 고다드(해리슨 포드)의 신임을 받게 되고, 마케팅 부서장 엠마(엠버 허드)와의 관계도 깊어져 간다. 그러던 어느 날, 집에 들이닥친 FBI요원으로부터 자신과 같이 산업스파이로 활동한 이들의 사망소식을 듣게 되고, 집에 감시카메라가 설치된 것을 알게 되는데...    성공을 꿈꾸며 받아들인 제안이 점점 그의 숨통을 조여오기 시작한다!,,,,,,,,,,,,,,,,,,,,,,,
2014,93216,파라다이스,코미디, 드라마,디아블로 코디,줄리안 허프, 옥타비아 스펜서, 러셀 브랜드,비행기 추락 사고로 더 이상 신을 믿지 않게 된 램(줄리안 허프). 그녀는 신앙심 깊은 보수적인 마을을 떠나 환락의 도시 라스베이거스로 세상의 즐거움을 맛보러 간다. 그러나 익숙지 않은 일탈에 남들의 비웃음을 사게 되고, 우연히 한 술집에서 만난 바텐더 윌리엄(러셀 브랜드)과 가수 로레이(옥타비아 스펜서)의 안내로 머리 자르기, 문신 하기 등 한번도 시도해 보지 않은 모든 일탈을 경험해 본다. 하지만 아물지 않은 상처에 자신을 걱정하는 두 사람에게 화를 내고 홀로 라스베이거스의 핫한 클럽으로 향하는데…  비운의 사고 후, 머리털 나고 처음으로 화려한 일탈을 꿈꾸다!,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,117795,파랑새는 있다,드라마,,고주원, 최재원, 이선진,심리치료사 닥터오가 매 회 학교폭력, 비정규직 문제, 자살, 하우스 푸어, 치정사건 등 현실적인 문제를 안고 사는 사람들의 이야기와 직면하게 되고 사연의 주인공에게 희망과 메시지를 전달하는 모습을 그려갈 옴니버스 형식의 드라마,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129551,파리오페라 발레의 별, 아녜스,다큐멘터리,마를렌느 이오네스코,아녜스 르테스튀, 조제 마르티네즈, 스테판 불리옹,완벽한 테크닉, 우아한 연기, 강렬한 카리스마로 전 세계 팬들을 사로잡으며 ‘아름다운 여왕’으로 불리는 파리오페라발레단 최고 에뜨왈, 아녜스 르테스튀.  파리오페라발레단은 16년간 에뜨왈로서 감동의 무대를 선사한 아녜스를 위해 기꺼이 카메라를 허용하고 모든 발레리나의 꿈인 에뜨왈의 세계를 최초 공개한다.  아녜스와 조제 마르티네즈가 펼치는 파리오페라발레단 최고 스타커플의 환상호흡부터 ‘백조의 호수’, ‘춘희’, ‘돈키호테’ 등 최정상 에뜨왈의 춤으로 만나는 12편의 황홀한 발레공연, 윌리엄 포사이드, 지리 킬리안 등 세계적 안무가들과 함께한 치열한 무대 뒤의 이야기까지!    에뜨왈의 화려한 피날레가 지금 스크린에서 펼쳐진다!,,,,,,,,,,,,,,,,,,,,,,
2014,129707,파멜라 로즈 살인사건,코미디, 범죄,에릭 라티고,카드 므라드, 올리비에 바룩스, 제라르 다몬,본스빌이라는 작은 마을에서 어느 날 미스테리한 사건이 발생했다. 파멜라 로즈라는 여성이 살해당했지만 도무지 범인을 잡기가 쉽지 않은 것. 이 까다로운 사건을 해결하기 위해 본스빌을 찾은 두 형사 ‘불릿’과 ‘리퍼’. 대담한 행동과 엉뚱한 해결책으로 주변인들을 놀라게 하는 ‘불릿’과 치밀하고 이성적인 접근을 중시하는 ‘리퍼’의 첫 만남은 그다지 좋지 않았지만 사건을 해결해나가며 점차 그들에게는 동지애가 생기게 된다.     보안관들을 포함, 마주치는 주민들마저 어딘가 이상하고 의심스럽게만 보이는 이 마을에서 두 형사는 과연 범인을 찾아낼 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,119570,파이널리,,임형주,송재희, 서은채, 쿄헤이 혼조,어느 날 그녀에게 운명같이 찾아온 한 남자... 그러나 그녀는 자신의 남자를 버릴 수 없는데...  큐레이터인 미연은 자신이 근무하는 갤러리 관장인 준석과 약혼을 앞두고 있는 연인 사이다. 그 누가 봐도 준석은 미연에게 헌신적이며 자상한 남자다. 미연도 그런 준석에게 고마워한다. 그러던 어느 날 일본 출신의 젊은 현대미술가 쿄헤이가 준석의 초대로 작품전시회를 하러 한국을 방문하게 되고 쿄헤이는 미연에게 묘한 끌림을 느끼게 된다. 미연도 이런 쿄헤이를 보며 흔들리게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,126347,파이어 : 테러와의 전쟁,액션,라울 W. 하임리히,게리 도어댄, 코스마 시바 하겐, 켄 듀켄,평범한 신혼부부가 대출을 위해 은행을 방문한다. 남편이 일 때문에 잠시 은행을 나오게 된 사이, 은행에 납치 소동이 일어난다. 그리고 테러범들에 의해, 인질로 잡힌 아내를 구하기 위해 남편은 어쩔 수 없이 범인들을 돕게 되면서 그들이 단순한 은행강도가 아닌 베를린을 테러할 엄청난 계획이 있다는 것을 알게 된다. 그리고 인질로 잡힌 아내와 테러조직의 배후를 쫓던 중 충격적인 사실을 접하게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,117879,파이어스톰,액션, 스릴러, 범죄,원금린,유덕화, 임가동, 야오천,도로를 질주하던 현금수송차량이 통째로 납치당하는 사건이 발생한다.  범인은 증거불충분으로 세 번이나 검거에 실패했던 테러조직의 리더 '차오'.  '루이'는 사건 현장에서 용의자로 재회한 옛 친구 '봉'을 중심으로 수사망을 좁혀나간다     그러나 끈질긴 추격이 이어질수록 '루이'를 비롯한 주변 사람들의 신변이 위험해지고,  더욱 대담한 범죄를 저지르는 '차오'의 조직은 대규모 폭탄테러를 계획하는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,113162,파이오니아,스릴러, 액션,에릭 스코졸드재르그,엑셀 헨니, 웨스 벤틀리, 스티븐 랭,1980년대 초, 북해에서 엄청난 양의 원유와 천연가스가 발견되자 노르웨이 정부는 이를 해안까지 옮겨오기 위해 수심 500미터 깊이에 송유관을 건설하려 한다. 전문 다이버 페터(엑셀 헨니)는 동생 크누트와 함께 가장 중요하고도 위험한 임무에 투입된다. 하지만 송유관 건설 탐사 중 갑작스러운 사고로 크누트가 목숨을 잃게 되면서 모든 것이 한 순간에 뒤바뀐다. 갈피를 잡지 못하던 페터는 실체를 알 수 없는 거대한 음모 속에서 자신의 목숨 또한 위험에 처한 것을 직시하게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129713,파이터: 죽음의 토너먼트,액션,마이크 몰러,마이크 몰러, 폴크람 쥐쉐, 올리버 주어스,갱들은 날뛰는 거리, 그 중 ‘블러드’ 갱단은 약한 자들만 골라 괴롭혔고, 마이키와 그의 친구들은 살아남기 위해 싸움 실력을 쌓아가고 있었다. 그러던 중 친구 매티스가 블러드 갱단에 끌려가 죽게 되고 이 소식을 들은 마이키는 복수를 위해 훈련을 시작한다. 수많은 결투 끝에 챔피언과 맞서 싸워 결국 챔피언의 타이틀을 얻게 되는 마이키. 그러나 배후의 조종으로 마이키는 감옥에 갇히게 되고 감옥에서도 마이키는 끊임없이 도전자를 상대로 결투를 하게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,86990,파커,범죄, 스릴러,테일러 핵포드,제이슨 스타뎀, 제니퍼 로페즈, 마이클 치클리스,첫째 자신이 내 건 약속은 잊지 말 것, 둘째 동료에 대한 의리는 지킬 것, 셋째 배신은 복수로 갚아줄 것. 이 세 가지를 절대 원칙으로 삼는 프로범죄자 '파커'는 어느 날 지인으로부터 소개받은 강도단과 함께 놀이공원 털이를 완벽하게 마친다. 돌아오는 길, 함께 한 일당에게 보석 경매장을 터는 건을 제안 받은 '파커'는 깨끗하게 돈을 나눈 후 일에서 손을 떼려고 하지만, 거절당한 일당들은 그의 돈을 강탈하고 목숨까지 위협한다.    죽음의 문턱에서 기적적으로 살아난 '파커'는 놈들에게 빼앗긴 돈을 되찾고 그들의 작전까지 뒤엎어버리기 위해 복수의 계획을 세운다. 그러던 중 자신을 도와 단단히 한몫 챙기겠다는 부동산 중개인 '레슬리'를 통해 보석 경매장을 노리는 일당을 찾아낸다. 이후 '파커'는 ‘레슬리’와 함께 배신자들을 쓸어버리고, 놈들이 노리는 다이아몬드까지 차지할 완전범죄를 계획하는데...,,,,,,,,,,,,,,,,,,,,,,,,
2014,106296,파티51,다큐멘터리,정용택,하헌진, 회기동 단편선, 밤섬해적단,한국 대중음악을 이끄는 뮤지션들이 태동한 인디음악의 메카 홍대!   하지만 그곳에서조차 공연할 곳을 찾지 못한 언저리 뮤지션들이 있다.     “우리는 공연장도, 돈도 없다. 그렇다면?”   홍대 앞 ‘작은 용산’ 두리반을 시작으로 주민잔치, 대학축제, 집회 시위현장, 길거리까지,   관객이 있는 곳이라면 어디서든 기타를 둘러 메고 마이크를 잡는다.   ‘어떻게 하고 싶은 일을 계속하며 살 수 있을지’ 고민하던 그들은   자본, 경쟁, 분열에 맞서 스스로 자립하기 위한 실험을 시작하는데...    잉여력 충만한 홍대 언저리 뮤지션들의  립싱크 없는 라이브 성장기가 시작된다!,,,,,,,,,,,,,,,,,,,,,,,
2014,138336,팔로우미 시즌3,,,아이비, 송경아, 아이린,아름다워지고 싶은 여자들의 마음을 쏙쏙 헤아려주는 사심 듬뿍 담은 리얼 뷰티 쇼!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,138337,팔로우미 시즌4,,,아이비, 최희, 강소영,인터넷 속에 떠도는 거짓정보들은 NO!! 깐깐한 그녀들이 한 점의 의혹도 없이 뷰티의 모든 것을 파헤치는 뷰티 X파일. 런웨이가 아닌 옷 잘 입는 언니들의 리얼웨이 쇼! 화장대 위에 새롭게 떠오르는 신상품부터 내옷장 속에 꼭 필요한 잇템까지!! 3MC가 직접 검증에 나선다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123040,패밀리 S다이어리,드라마, 멜로/로맨스,힐데 반 미에그헴,수잔 비세르, 안나 드리베르, 안나 라드스벨드,매일 남자를 바꾸는 바람둥이 엄마 주디스(수잔 비세르), 외도로 첫 오르가즘에 흠뻑 젖은 이모 바바라(안나 드리베르), 이모 남자친구를 짝사랑하는 언니 아나(안나 라드스벨드), 첫 사랑에 빠진 나 에바(베아트리체 힐렌). 바람끼(?) 잘 날 없고 너무나 에로틱하게 바쁜 한 가족 네 여자의 적나라한 섹스 다이어리가 공개된다!,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,109937,패션왕,드라마, 코미디,오기환,주원, 최진리,하고 싶은 일도, 되고 싶은 꿈도 없는 빵셔틀 ‘우기명’(주원).  서울로 전학온 후 야심차게 새로운 시작을 해보려 하지만   그의 미약한 존재를 알아주는 이는 미모를 버린 전교 1등 ‘은진’(설리)뿐,   핫하다고 해서 사입은 패딩은 짝퉁일 뿐이다.     하지만, 좌절한 기명 앞에 한 줄기의 빛이 비추니  우연히 전설의 패션왕 ‘남정’(김성오)을 접신, 기명은 비로소 간지에 눈 뜨게 된다!   기안고 여신 ‘혜진’(박세영)을 비롯 모두에게 주목받게 되는 기명.     하지만, 모든 게 완벽한 기안고 황태자 ‘원호’(안재현)는   우습게 생각했던 기명이 존재감을 넓혀가자 점점 그가 거슬린다.     오직 한 사람에게만 허락된 절대간지의 패션왕!   역대급 인생반전을 꿈꾸는 우기명과   날 때부터 타고난 황태자 원호의 피할 수 없는 대결이 시작되는데…!    멋있어지고 싶은 그들의 불꽃 튀는 런웨이 배틀이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,
2014,125803,패션왕 코리아 2,,서혜진, 연경혜,신동엽,패션에 가장 민감한 패셔니스타와 디자이너가 한팀이 되어, 직접 의상을 만들어보고 그 디자인의 가치를 알아보고 최고 우승자를 선발하는 경연 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,78462,퍼스트 나이트,코미디, 뮤지컬, 멜로/로맨스,크리스토퍼 메놀,사라 브라이트만, 리차드 E. 그랜트, 미아 마에스트로,아름다운 미모의 지휘자 실리아를 짝사랑해온 아담 경은 그녀의 마음을 사로잡기 위해 자신의 메이벌리 저택에서 모차르트의 오페라 ‘코지 판 투테’ 공연을 기획한다. 이 공연을 위해 최고의 오페라 가수들이 저택에 모이게 되고 3주간의 리허설이 시작된다. 하지만 실리아의 마음을 사로잡기는 힘들기만 하고, 실리아와 니콜레타의 사이를 연인으로 오해하게 된 아담은 공연 전까지 니콜레타를 유혹하는 조건으로 톰과 내기를 시작하는데…  과연 이들은 무사히 공연을 올리고 사랑을 찾을 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122508,퍼즐,공포,나이토 에이스케,카호, 노무라 슈헤이,작은 마을에 있는 학교의 옥상에 소녀가 위태롭게 서 있다.   그리고 소녀는 뛰어내렸다. 소녀에게로 가장 먼저 달려간 소년이 있었다. 다행히 소녀는 죽지 않았지만 이후 작은 마을은 죽음의 공포에 휩싸이게 된다.      살고 싶은가? 그렇다면 퍼즐을 맞춰라!  이후 해바라기 가면을 쓴 무장 집단이 학교를 장악한 후 임신한 여선생을 인질로 하여 기이한 게임을 제안한다. 그것은 바로 흩어져 있던 퍼즐을 맞추는 것. 여선생은 가까스로 목숨을 건졌지만 교장과 몇 명의 학생들이 납치된다. 그리고 또다시 생명을 담보로한 퍼즐 게임이 시작된다. 퍼즐이 맞춰지면서 예상치 못한 충격적 진실이 드러나게 되고 게임은 광기로 물들게 된다. 과연 완성된 퍼즐은 어떤 진실을 전할 것인가?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,99339,퍼지,드라마,안티 조키넨,로라 비른, 아만다 필케,스탈린의 공포 정치를 겪은 ‘알리드’는 고향 사람들이 숱하게 시베리아로 강제 추방 당한 가운데 홀로 살아 남아 수십 년째 외딴 집을 지키고 있다. 어느날 밤, 그녀는 러시아 마피아에게 붙잡혀 성 노예로 착취 당하다가 극적으로 탈출한 소녀 ‘자라’를 발견한다. 상처받은 두 여인이 서로를 알아가는 가운데, 에스토니아가 구 소련의 지배하에 있던 시절, 한 가족이 견뎌야 했던 비극이 밝혀진다.     남자를 지키기 위한 한 여자의 기나긴 형벌의 시간..  형부를 사랑한 죄로, 형부를 살리기 위해 숱한 고문을 견디고 심지어 소련 경찰과 결혼까지 하게 된 ‘알리드’. 사랑하면 안 되는 한 남자를 사랑해서 모진 아픔의 시간을 견디며 살아왔던 그녀는 친언니의 손녀 ‘자라’가 찾아오면서 또다시 격동의 인생을 맞게 된다.   영화 <퍼지>는 역사의 소용돌이에 휘말려 ‘살아남은 자’로서의 죄책감과 회한을 담은 한 여성의 이야기가 방대한 스케일로 예리하게 그려진다.,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129266,펀치,드라마,이명우,김래원, 김아중, 조재현,다시는 오지 못할 이 세상을 건너가면서 인생과 작별하는 남자, 대검찰청 반부패부 수사지휘과장 박정환 검사의 생애 마지막 6개월 기록을 그린 드라마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
