4438,이 세상 불임부부들의 아픔을 공감할 수 있어서 좋은 영화였다..
4439,그냥 마구 잡이 살인을 하다 마지막엔 판타지..
4440,정우성이 너무 잘생김이정재가 너무 잘생김
4441,"기존 히어로와 다른, 골때리는 캐릭터.이상 끝."
4442,스토리상 오글거리는 부분도 있었지만 꽤 재미있는 킬링타임용 영화였습니다
4443,이태리를 여행하는듯 오페라를 보는듯뮤지컬을 보는듯 가수가 노래를 감성최고 성량최고이니까 너무너무 좋아빠져듭니다 보고나면 가슴에 눈에여운이 남습니다 최고의 영화 잉니다
4444,기대안하고 봤는데 잼나네요 ㅎ반전도 좋구요
4445,전쟁영화의최고봉 10자
4446,세상에 공짜는 없다 진리다
4448,영화를 보면서 동시에 어떤 참견을 하게 되거나 깔아 놓은 복선 내지 상황들을 따지게 되면 그 영화는 참 재미없는 영화인듯.출연한 배우들의 무게감이 아쉬움
4449,"절망의 순간에도 숨이 붙어있는 한 살아나가야한다. 인간은 절망 속에서 희망을 발견하고 또, 살아낸다."
4450,시대 감안해도 별 시덥지않은 영화 예전 윤발형님이나 덕화형 조현누나 리즈시절의 아름다운모습빼면 쓰레기라고 봐도 무방함
4451,이 각본으로 내가 영화를 만들었다면 정말 재미없었을 것이다.
4452,백번도 넘게봄저런 선한 얼굴의 수퍼맨 좋음
4453,"지루하지만, 봅니다.실제 보이지 않게 희생된 많은 사람들을기리는 마음에서라도요."
4454,잘만들어서 찜찜한 영화….보면서 마음이 너무 불편했다
4455,참 현실적이어서 더 맘이아프네요
4456,전쟁은 정말 참혹하다. 이 세상에서 전쟁이 없어져야할 이유.
4457,"영화에 관심을 갖게 되면서 자연스레 크리스포터 놀란의 영화를 한 편씩 즐겨가던 중, 우연히도 SNS에서 이 영화가 재개봉한다는 소식을 접하고 영화관에서 처음이자, 어쩌면 마지막으로 인셉션을 보았습니다. 그 때의 그 짧은 2시간가량의 경험과 느낌은 .. 지금에 와서는 얼마를 주더라도 사고 싶습니다."
4458,제 지인중에 헐리우드에서도 몇 개월 작업하신 경험이 있는.. 본명은 말 할 수 없고 갓샤인이라는 닉네임을 쓰시는 분이 계십니다. 그분이 극찬을 하며 추천해주신 작품인데 제 인생 영화가 돼버렸네요.. 더 이상 다른말은 하지 않겠습니다. 그냥 보십쇼. 예이예예
4459,깜놀장면이 많고 긴장감도 괜찮았음
4460,나름 시간이 후딱 지나간 느낌. 지루하지 않은 영화
4461,유명한 배우 다수 출연노잼
4462,넷플에 있는 영화들중 1점짜리 영화 10점 주는 친구들 다 중국친구들인듯;;
4463,내나이 45 96학번 10대 마지막까지 최고의 감동과 웃음을 준 영화주성치 오맹달은 믿고 보는
4464,"지금은 2022년 9월,,,,다시봐도 감동,스토리,연출 모두 완벽한 명작이다,,,어린시절 친구와 함께봤던 기억이 새록새록 나기도ㅎㅎ 강추♡♡"
4465,보는 내내 눈을 뗄수가 없었어요이정도면 흥행 성공한 영화죠
4466,긴말필요없고 내 인생영화
4467,뭤땜에 이렇게 눈물이 쏟아지는지.. 딸가진 40대라 감성충만해서 간만에 펑펑울었네요최곱니다!!!
4468,아역배우껴서 망한 영화 영화보면서 댓글남긴적은 처음이네
4469,잔잔하고웃긴공포영화!
4470,"엔드게임까지 달려가기 위해 거쳐가던 순간에도 매력적이었던 영화, 하지만 엔드게임을 보고 다시 돌아오면 감동과 전율이 몇배로 더해지는 MCU 최고의 명작"
4471,일단 다들 비주얼이 대박임 보는내내 눈이 행복했다 그리고 액션씬도 몰입 진짜 잘 됐음 그리고 개그 요소들도 많이 들어있어서 재미있었음 근데 좀 급전개 되는 장면이 몇몇 있어서 그거는 좀 아쉬웠지만 보면 후회는 안 한다~
4472,진선규님 연기 완전 짱!! 그전의 역할이 전혀 생각안났음. 감탄 절로 나옴.
4473,김호중님의 목소리를 스크린X로 듣고 보니감동 자체였습니다몇번이고 다시보고 싶습니다
